customer_id,full_name,gender,date_of_birth,city,state,occupation_type,annual_income,credit_score,existing_emi_monthly,bank_relationship_years,signup_date
2898,Kabir Roy,Female,1992-08-28,Kochi,Kerala,Retired,457000.0,525,5700.0,13.8,2015-06-19
2899,Sudiksha Pau,Male,1985-08-19,Chennai,Tamil Nadu,Salaried,414000.0,766,0.0,2.6,2011-11-01
2900,Raghav Shan,Male,1993-07-31,Nagpur,Maharashtra,Business Owner,1656000.0,560,0.0,12.2,2011-09-15
2901,Nidhi Desai,Male,1976-05-16,Lucknow,Uttar Pradesh,Salaried,362000.0,605,0.0,3.6,2016-06-20
2902,Teerth Mittal,Female,1969-09-28,Nagpur,Maharashtra,Business Owner,779000.0,871,0.0,16.4,2013-01-14
2903,Samesh Sehgal,Male,1997-02-07,Lucknow,Uttar Pradesh,Self-Employed,2192000.0,709,0.0,6.5,2013-11-02
2904,Naveen Srivastava,Female,1979-02-12,Nagpur,Maharashtra,Salaried,808000.0,722,6900.0,13.8,2026-03-18
2905,Jason Vohra,Female,1968-09-28,Bhubaneswar,Odisha,Salaried,419000.0,718,0.0,8.1,2025-09-18
2906,Caleb Kashyap,Male,1997-10-28,Mumbai,Maharashtra,Business Owner,1063000.0,645,6900.0,11.7,2012-10-07
2907,Diya Sura,Female,1984-02-11,Lucknow,Uttar Pradesh,Business Owner,700000.0,778,0.0,15.1,2018-09-12
2908,Aarav Vora,Male,1990-05-12,Surat,Gujarat,Retired,194000.0,695,0.0,6.1,2020-10-01
2909,Agastya Ravel,Male,1988-01-01,Chandigarh,Chandigarh,Salaried,1156000.0,810,11800.0,10.5,2017-05-01
2910,Eiravati Oak,Male,1961-10-21,Guwahati,Assam,Salaried,494000.0,730,0.0,15.2,2011-08-14
2911,Aishani Sahni,Female,2002-10-12,Ahmedabad,Gujarat,Retired,443000.0,848,0.0,10.9,2021-06-29
2912,Ishwar Tank,Male,1979-01-26,Jaipur,Rajasthan,Self-Employed,201000.0,824,0.0,10.2,2024-02-08
2913,Gautami Rana,Female,1991-04-12,Bhubaneswar,Odisha,Self-Employed,375000.0,636,0.0,14.3,2016-12-02
2914,Prisha Date,Female,1990-06-26,Kochi,Kerala,Self-Employed,317000.0,566,8400.0,5.6,2018-12-22
2915,Nathaniel Parekh,Female,1979-04-04,Chandigarh,Chandigarh,Business Owner,718000.0,694,0.0,18.0,2021-05-02
2916,Lakshit Verma,Male,1981-06-21,Mumbai,Maharashtra,Self-Employed,630000.0,791,0.0,15.4,2013-01-26
2917,Gauri Kulkarni,Male,1984-07-07,Bhopal,Madhya Pradesh,Retired,433000.0,801,1000.0,13.4,2015-10-23
2918,Neha More,Male,1996-05-11,Delhi,Delhi,Salaried,428000.0,773,0.0,13.0,2013-07-01
2919,Yahvi Krishnan,Female,1996-05-05,Bhopal,Madhya Pradesh,Business Owner,504000.0,699,0.0,6.8,2024-05-27
2920,Maya Bains,Male,2001-05-25,Kolkata,West Bengal,Salaried,585000.0,774,0.0,2.7,2023-07-10
2921,Ishani Nair,Male,1960-10-07,Raipur,Chhattisgarh,Self-Employed,180000.0,767,0.0,5.3,2025-07-20
2922,Jhalak Butala,Female,1967-04-26,Nagpur,Maharashtra,Business Owner,619000.0,767,0.0,1.9,2008-08-11
2923,Inaya Jani,Male,1968-06-30,Raipur,Chhattisgarh,Self-Employed,705000.0,852,0.0,16.4,2021-06-27
2924,Zayan Raja,Female,2002-03-02,Jaipur,Rajasthan,Self-Employed,997000.0,827,0.0,1.2,2025-01-16
2925,Harini Kala,Male,1994-04-01,Pune,Maharashtra,Business Owner,2004000.0,727,13500.0,13.5,2017-11-28
2926,Krishna Seshadri,Female,1961-11-03,Jaipur,Rajasthan,Salaried,724000.0,769,0.0,2.4,2017-10-27
2927,Yashoda Biswas,Male,1964-09-25,Surat,Gujarat,Salaried,425000.0,738,0.0,2.4,2019-01-10
2928,Jhalak Sodhi,Male,1997-03-15,Nagpur,Maharashtra,Salaried,481000.0,618,0.0,6.3,2011-09-27
2929,Charita Narayanan,Male,1977-05-16,Raipur,Chhattisgarh,Salaried,874000.0,705,0.0,14.7,2015-01-27
2930,Omisha Warrior,Female,2001-12-05,Bengaluru,Karnataka,Salaried,1229000.0,545,6500.0,15.6,2023-09-04
2931,Anthony Chada,Male,1991-08-27,Pune,Maharashtra,Salaried,496000.0,808,4500.0,5.3,2024-01-09
2932,Raghav Gole,Male,1962-10-06,Hyderabad,Telangana,Business Owner,906000.0,592,0.0,8.0,2020-10-31
2933,Nachiket Behl,Male,1977-10-18,Mumbai,Maharashtra,Self-Employed,221000.0,730,0.0,6.5,2021-05-07
2934,Dev Pant,Male,1990-07-02,Raipur,Chhattisgarh,Salaried,385000.0,747,0.0,5.2,2013-05-18
2935,Hemal Swaminathan,Male,1970-06-14,Jaipur,Rajasthan,Self-Employed,245000.0,852,0.0,11.1,2026-06-06
2936,Farhan Kade,Male,1998-06-21,Jaipur,Rajasthan,Salaried,848000.0,550,0.0,4.9,2021-04-25
2937,Upadhriti Saini,Female,1970-05-06,Chennai,Tamil Nadu,Salaried,321000.0,482,0.0,17.4,2019-10-26
2938,Varsha Kale,Male,1961-03-29,Chandigarh,Chandigarh,Salaried,344000.0,772,1100.0,1.3,2019-12-04
2939,Farhan Das,Male,1998-09-01,Mumbai,Maharashtra,Salaried,602000.0,555,6400.0,17.3,2022-10-25
2940,Gavin Sawhney,Female,1991-09-10,Hyderabad,Telangana,Self-Employed,317000.0,701,0.0,0.7,2010-08-30
2941,Pahal Sachdev,Male,1963-02-07,Hyderabad,Telangana,Salaried,469000.0,579,0.0,11.8,2019-07-23
2942,Lipika Lall,Male,1979-10-04,Guwahati,Assam,Salaried,291000.0,791,3100.0,12.0,2025-11-02
2943,Hritik Prasad,Female,1986-10-12,Ahmedabad,Gujarat,Self-Employed,831000.0,730,0.0,3.1,2020-03-31
2944,Laksh Chacko,Female,1972-09-29,Hyderabad,Telangana,Salaried,521000.0,536,0.0,12.1,2022-09-26
2945,Yuvraj Thakkar,Male,1970-10-17,Kolkata,West Bengal,Salaried,433000.0,697,0.0,8.1,2022-06-23
2946,Aarnav Yohannan,Male,1969-09-27,Chandigarh,Chandigarh,Salaried,1177000.0,765,0.0,4.1,2012-06-19
2947,Tanveer Balakrishnan,Male,1979-06-05,Patna,Bihar,Salaried,976000.0,756,4400.0,8.0,2023-10-10
2948,Rushil Gokhale,Male,1983-03-07,Bhopal,Madhya Pradesh,Salaried,515000.0,722,600.0,5.8,2011-08-22
2949,Gopal Tailor,Male,1981-11-26,Hyderabad,Telangana,Salaried,411000.0,680,0.0,8.8,2016-03-31
2950,Saanvi Banik,Male,1961-12-24,Chennai,Tamil Nadu,Salaried,1007000.0,502,0.0,2.8,2021-08-04
2951,Yatan Talwar,Female,1997-09-10,Surat,Gujarat,Business Owner,1696000.0,611,7200.0,10.2,2016-07-31
2952,Pushti Chanda,Female,1973-11-05,Bengaluru,Karnataka,Self-Employed,898000.0,769,9800.0,9.6,2010-04-12
2953,Ronith Mand,Male,1990-03-26,Kolkata,West Bengal,Self-Employed,715000.0,895,0.0,5.9,2022-08-22
2954,Ekta Pillay,Female,1972-09-30,Lucknow,Uttar Pradesh,Salaried,629000.0,685,0.0,4.7,2024-07-15
2955,Ojasvi Sethi,Female,1974-04-22,Kochi,Kerala,Salaried,571000.0,818,0.0,10.2,2017-09-18
2956,Tanay Chaudhari,Female,1979-07-07,Bhopal,Madhya Pradesh,Self-Employed,277000.0,638,0.0,17.6,2008-07-17
2957,Victor Ray,Female,1973-11-03,Delhi,Delhi,Salaried,425000.0,500,3200.0,10.2,2013-12-25
2958,Warhi Anne,Male,1987-02-22,Delhi,Delhi,Self-Employed,180000.0,705,0.0,13.3,2013-02-26
2959,Anay Pal,Female,1984-06-06,Pune,Maharashtra,Self-Employed,744000.0,654,10000.0,10.8,2014-05-25
2960,Lopa Narain,Male,1963-01-10,Raipur,Chhattisgarh,Self-Employed,184000.0,813,0.0,8.8,2013-03-26
2961,Adya Kota,Female,1976-07-10,Kochi,Kerala,Salaried,663000.0,536,12600.0,6.7,2012-01-09
2962,Amaira Wadhwa,Male,1969-10-12,Nagpur,Maharashtra,Business Owner,698000.0,616,400.0,17.3,2025-06-30
2963,Jack Lall,Female,1982-04-18,Lucknow,Uttar Pradesh,Salaried,443000.0,687,3300.0,4.5,2011-09-04
2964,Wridesh Thakkar,Male,1985-02-02,Hyderabad,Telangana,Business Owner,592000.0,760,0.0,13.4,2021-12-31
2965,Umang Mammen,Male,1962-05-01,Nagpur,Maharashtra,Salaried,411000.0,516,0.0,13.4,2011-05-30
2966,Januja Hayre,Male,1973-01-30,Jaipur,Rajasthan,Salaried,457000.0,475,4100.0,10.8,2011-06-14
2967,Advik Chadha,Female,1976-07-10,Kolkata,West Bengal,Salaried,315000.0,715,0.0,16.1,2012-12-29
2968,Xiti Karan,Male,1969-07-07,Kochi,Kerala,Salaried,883000.0,609,0.0,4.9,2011-03-18
2969,Lipika Shetty,Female,1962-07-03,Kochi,Kerala,Self-Employed,836000.0,658,10800.0,10.0,2026-05-07
2970,Vrishti Rao,Male,1969-01-21,Delhi,Delhi,Self-Employed,355000.0,620,0.0,17.9,2021-05-11
2971,Varenya Bhardwaj,Male,1997-04-07,Bhubaneswar,Odisha,Business Owner,1180000.0,658,5300.0,4.5,2016-01-16
2972,Faras Saini,Male,1986-07-25,Delhi,Delhi,Self-Employed,332000.0,695,0.0,6.7,2017-12-09
2973,Kashvi Mani,Male,1997-11-16,Chennai,Tamil Nadu,Salaried,894000.0,516,6000.0,11.5,2010-09-25
2974,Kamala Sandhu,Female,1993-04-12,Kolkata,West Bengal,Salaried,648000.0,718,8200.0,4.6,2017-11-12
2975,Unnati Mahajan,Male,1991-02-13,Chennai,Tamil Nadu,Salaried,473000.0,682,4900.0,2.8,2010-06-27
2976,Sara Narasimhan,Male,1989-10-08,Ahmedabad,Gujarat,Salaried,511000.0,662,5000.0,2.6,2013-03-05
2977,Sachi Setty,Female,1971-11-26,Hyderabad,Telangana,Business Owner,462000.0,641,1500.0,13.8,2022-04-20
2978,Dayamai Chowdhury,Male,1993-01-27,Pune,Maharashtra,Business Owner,1881000.0,394,13700.0,16.3,2020-08-25
2979,Fiyaz Shetty,Male,2000-04-18,Delhi,Delhi,Salaried,497000.0,540,4200.0,3.6,2014-12-27
2980,Harrison Garg,Female,1965-02-23,Pune,Maharashtra,Business Owner,1018000.0,756,0.0,4.2,2024-12-28
2981,Jagat Gokhale,Female,1988-06-13,Jaipur,Rajasthan,Salaried,904000.0,629,0.0,3.4,2015-05-12
2982,Advika Choudhry,Male,1983-12-08,Nagpur,Maharashtra,Self-Employed,668000.0,770,0.0,16.3,2020-03-31
2983,Bahadurjit Choudhry,Female,1989-08-18,Raipur,Chhattisgarh,Self-Employed,261000.0,762,0.0,3.3,2017-01-30
2984,Raksha Muni,Male,1976-10-03,Nagpur,Maharashtra,Retired,254000.0,503,0.0,8.4,2019-08-21
2985,Elijah Chopra,Male,1994-01-27,Ahmedabad,Gujarat,Salaried,827000.0,626,2900.0,4.2,2009-07-06
2986,Vivaan Misra,Male,1987-10-31,Delhi,Delhi,Self-Employed,347000.0,725,2100.0,14.0,2017-10-28
2987,Harrison Walia,Male,1979-09-12,Lucknow,Uttar Pradesh,Salaried,626000.0,572,0.0,12.7,2025-03-04
2988,Benjamin Mannan,Male,1984-06-04,Kochi,Kerala,Business Owner,434000.0,688,0.0,15.5,2026-02-12
2989,Amol Sandhu,Female,1988-05-02,Mumbai,Maharashtra,Self-Employed,1382000.0,689,0.0,13.4,2009-02-24
2990,Rachit Chopra,Female,1982-10-11,Bhopal,Madhya Pradesh,Salaried,797000.0,703,3900.0,14.5,2021-06-21
2991,Jagvi Toor,Female,1973-07-28,Chandigarh,Chandigarh,Salaried,438000.0,684,0.0,16.0,2012-02-08
2992,Ayaan Bhandari,Male,1986-06-05,Nagpur,Maharashtra,Salaried,642000.0,830,5400.0,2.1,2014-10-25
2993,Megha Shanker,Male,1986-11-18,Nagpur,Maharashtra,Salaried,834000.0,608,4300.0,8.0,2013-04-17
2994,Advay Dugar,Female,1992-12-30,Hyderabad,Telangana,Business Owner,439000.0,729,1800.0,12.7,2009-08-03
2995,Niharika Merchant,Male,1997-04-09,Bengaluru,Karnataka,Salaried,679000.0,611,0.0,13.1,2017-06-09
2996,Anita Kamdar,Female,2003-11-01,Bhubaneswar,Odisha,Salaried,499000.0,765,0.0,17.9,2014-03-18
2997,Lila Chandran,Female,1992-01-06,Chandigarh,Chandigarh,Salaried,193000.0,900,0.0,14.1,2024-08-24
2998,Balvan Buch,Male,1984-08-07,Delhi,Delhi,Self-Employed,373000.0,507,3000.0,13.5,2023-08-07
2999,Jagvi Ben,Male,1997-01-25,Lucknow,Uttar Pradesh,Self-Employed,451000.0,692,6000.0,17.2,2010-12-04
3000,Netra Mangal,Male,1967-10-07,Nagpur,Maharashtra,Salaried,684000.0,728,0.0,11.5,2023-11-03
3001,Udarsh Bail,Female,1998-01-05,Delhi,Delhi,Retired,355000.0,690,0.0,6.0,2017-03-07
3002,Qabil Iyengar,Female,1971-11-09,Bhopal,Madhya Pradesh,Self-Employed,1284000.0,559,0.0,5.1,2009-08-07
3003,Logan Yogi,Male,1980-01-05,Bengaluru,Karnataka,Salaried,521000.0,706,0.0,8.8,2026-03-16
3004,Gautam Mukhopadhyay,Female,1966-08-04,Lucknow,Uttar Pradesh,Salaried,705000.0,619,0.0,5.6,2017-10-07
3005,Ikbal Sule,Male,1991-01-06,Chandigarh,Chandigarh,Self-Employed,486000.0,726,7700.0,9.4,2022-10-04
3006,William Sengupta,Male,1978-11-17,Chandigarh,Chandigarh,Salaried,276000.0,809,0.0,5.1,2011-08-23
3007,Dipta Char,Male,1973-09-27,Guwahati,Assam,Salaried,1419000.0,664,0.0,13.2,2021-09-15
3008,Qabil Mann,Male,1972-10-30,Bengaluru,Karnataka,Salaried,274000.0,661,0.0,4.6,2022-06-26
3009,Hredhaan Goyal,Female,1994-06-17,Kolkata,West Bengal,Salaried,492000.0,753,0.0,7.0,2019-05-02
3010,Vinaya Minhas,Female,1993-01-20,Patna,Bihar,Salaried,375000.0,847,0.0,7.1,2024-06-05
3011,Alexander Jani,Male,1991-06-10,Chandigarh,Chandigarh,Salaried,296000.0,534,0.0,4.1,2018-07-11
3012,Shravya Dani,Male,1968-01-12,Nagpur,Maharashtra,Salaried,805000.0,483,0.0,18.0,2026-01-13
3013,Dipta Ghose,Male,1998-12-05,Bhopal,Madhya Pradesh,Business Owner,632000.0,900,4200.0,5.2,2024-05-16
3014,Rishi Warrior,Male,1997-05-06,Jaipur,Rajasthan,Salaried,295000.0,694,0.0,9.8,2013-12-27
3015,Oliver Tak,Male,1975-01-12,Bhopal,Madhya Pradesh,Business Owner,704000.0,715,0.0,13.3,2024-05-07
3016,Dalaja Gara,Male,1980-01-04,Chennai,Tamil Nadu,Retired,387000.0,601,0.0,15.9,2024-08-04
3017,Vyanjana Thakkar,Female,1997-10-29,Hyderabad,Telangana,Salaried,1045000.0,723,9100.0,9.7,2011-06-06
3018,Meera Bhavsar,Female,2001-05-25,Kolkata,West Bengal,Salaried,369000.0,822,1700.0,3.0,2015-09-18
3019,Lakshmi Ramanathan,Male,1995-10-06,Patna,Bihar,Salaried,554000.0,611,0.0,11.8,2010-09-24
3020,Anirudh Rao,Male,1970-07-06,Patna,Bihar,Self-Employed,243000.0,765,0.0,4.7,2012-06-28
3021,Nisha Bedi,Female,1990-05-22,Bengaluru,Karnataka,Salaried,400000.0,618,700.0,9.7,2008-08-31
3022,Chandran Lad,Male,1992-10-27,Patna,Bihar,Salaried,670000.0,640,0.0,8.6,2008-07-09
3023,Leena Oak,Female,1997-09-16,Mumbai,Maharashtra,Salaried,464000.0,701,0.0,7.3,2018-08-19
3024,Wishi Deol,Female,1998-08-07,Guwahati,Assam,Salaried,252000.0,731,0.0,1.2,2012-02-10
3025,Widisha Dasgupta,Male,1997-08-27,Kochi,Kerala,Salaried,351000.0,800,0.0,10.0,2011-08-13
3026,Jeet Dhar,Female,1984-05-07,Hyderabad,Telangana,Salaried,755000.0,768,0.0,0.9,2020-11-04
3027,Laksh Bhagat,Female,1980-03-05,Mumbai,Maharashtra,Salaried,1109000.0,692,9300.0,15.6,2015-05-08
3028,Kevin Sami,Female,1966-10-29,Bhopal,Madhya Pradesh,Salaried,376000.0,900,0.0,14.0,2020-08-02
3029,Waida Bedi,Female,2002-05-25,Guwahati,Assam,Self-Employed,1455000.0,701,10900.0,9.6,2017-12-30
3030,Samaksh Nadig,Female,1981-11-09,Kolkata,West Bengal,Business Owner,1889000.0,686,10600.0,8.6,2010-09-12
3031,Anita Balay,Male,1963-03-28,Chandigarh,Chandigarh,Business Owner,1345000.0,707,0.0,5.6,2009-02-14
3032,Sneha Ranganathan,Female,2003-04-09,Patna,Bihar,Self-Employed,494000.0,620,0.0,4.2,2009-08-18
3033,Nikita Sibal,Male,2000-05-10,Guwahati,Assam,Business Owner,861000.0,785,5100.0,10.8,2013-04-08
3034,Rayaan Tak,Male,1989-02-03,Jaipur,Rajasthan,Business Owner,1994000.0,633,10100.0,3.0,2013-08-03
3035,Falguni Char,Male,1966-05-27,Jaipur,Rajasthan,Salaried,474000.0,692,0.0,8.7,2024-05-03
3036,Leena Date,Female,1991-03-31,Jaipur,Rajasthan,Business Owner,1250000.0,626,0.0,4.0,2020-12-29
3037,Ekta Ghose,Male,1976-11-29,Hyderabad,Telangana,Self-Employed,1005000.0,886,0.0,11.8,2021-02-02
3038,Ishanvi Dass,Female,1968-04-28,Chandigarh,Chandigarh,Retired,292000.0,818,0.0,13.2,2015-10-01
3039,Qabil Mishra,Female,1967-02-14,Bhopal,Madhya Pradesh,Retired,194000.0,802,0.0,17.8,2020-11-13
3040,Mohammed Maharaj,Female,2003-03-15,Bhopal,Madhya Pradesh,Salaried,783000.0,782,0.0,13.1,2024-08-07
3041,Kamala Mani,Male,1964-01-13,Delhi,Delhi,Salaried,486000.0,419,1300.0,14.9,2019-04-10
3042,Bhavini Krishnan,Male,1970-01-15,Delhi,Delhi,Retired,231000.0,607,0.0,7.8,2012-06-13
3043,Aarini Raj,Male,1984-11-15,Bhopal,Madhya Pradesh,Salaried,517000.0,660,0.0,7.1,2021-06-29
3044,Yochana Mohan,Male,1981-12-18,Surat,Gujarat,Salaried,337000.0,599,100.0,17.6,2015-05-12
3045,Alka Agarwal,Female,1972-10-27,Pune,Maharashtra,Salaried,810000.0,637,0.0,12.4,2019-09-13
3046,Aashi Choudhury,Male,1977-09-24,Guwahati,Assam,Salaried,388000.0,656,3600.0,5.9,2009-04-09
3047,Hitesh Vohra,Female,1982-11-26,Jaipur,Rajasthan,Salaried,600000.0,410,0.0,10.6,2012-05-01
3048,Edhitha Rajan,Male,1961-06-17,Patna,Bihar,Salaried,774000.0,836,2000.0,8.9,2019-03-29
3049,Banjeet Lal,Female,2003-06-19,Raipur,Chhattisgarh,Business Owner,369000.0,657,200.0,3.9,2019-05-04
3050,Gaurang Swaminathan,Female,1969-10-28,Chennai,Tamil Nadu,Business Owner,853000.0,515,0.0,9.4,2014-10-16
3051,Oni Chokshi,Male,1983-06-04,Ahmedabad,Gujarat,Salaried,296000.0,846,0.0,1.8,2014-01-28
3052,Rudra Chaudhuri,Female,1998-10-13,Chandigarh,Chandigarh,Salaried,856000.0,733,0.0,5.6,2014-03-21
3053,Anamika Biswas,Male,1986-12-16,Pune,Maharashtra,Salaried,217000.0,760,0.0,6.9,2022-03-28
3054,Zayan Mukhopadhyay,Female,1977-12-31,Bhubaneswar,Odisha,Salaried,464000.0,656,3800.0,8.0,2019-10-06
3055,Guneet Mahal,Male,1993-06-20,Chandigarh,Chandigarh,Retired,359000.0,767,0.0,13.6,2014-02-12
3056,Abha Rai,Female,1964-04-09,Delhi,Delhi,Salaried,831000.0,738,0.0,15.8,2013-11-10
3057,Yagnesh Krish,Male,1992-11-28,Hyderabad,Telangana,Salaried,263000.0,655,10600.0,11.1,2020-06-02
3058,Vivaan Saha,Female,1967-06-20,Delhi,Delhi,Business Owner,1211000.0,900,12300.0,1.8,2023-05-05
3059,Balvan Pandya,Male,1980-03-16,Hyderabad,Telangana,Retired,327000.0,728,2100.0,4.3,2012-04-25
3060,Jeevika Dhingra,Male,1963-02-03,Guwahati,Assam,Business Owner,216000.0,701,5100.0,10.1,2017-08-11
3061,Dayamai Kari,Female,1993-09-29,Jaipur,Rajasthan,Salaried,373000.0,739,0.0,7.9,2026-06-18
3062,Gunbir Parikh,Female,1961-03-16,Bengaluru,Karnataka,Self-Employed,737000.0,613,0.0,15.0,2026-05-01
3063,Damyanti Dhar,Male,1998-12-03,Chandigarh,Chandigarh,Salaried,399000.0,603,200.0,10.2,2024-09-10
3064,Brinda Parikh,Male,1993-06-12,Ahmedabad,Gujarat,Business Owner,296000.0,614,0.0,4.7,2011-07-12
3065,Yutika Patla,Male,1965-10-14,Nagpur,Maharashtra,Business Owner,1970000.0,613,0.0,7.6,2011-12-20
3066,Farhan Loke,Male,1982-11-26,Guwahati,Assam,Salaried,518000.0,652,0.0,2.3,2024-01-22
3067,Advaith Chauhan,Male,2002-01-14,Delhi,Delhi,Salaried,831000.0,824,0.0,6.9,2012-06-07
3068,Warda Sane,Male,1980-11-09,Lucknow,Uttar Pradesh,Self-Employed,743000.0,729,0.0,3.7,2026-04-24
3069,Vritti Pandit,Female,2000-12-15,Ahmedabad,Gujarat,Salaried,441000.0,586,0.0,3.4,2012-06-17
3070,Robert Raju,Female,1979-04-26,Raipur,Chhattisgarh,Business Owner,2843000.0,627,0.0,13.9,2023-04-18
3071,Anjali Master,Female,1997-10-27,Mumbai,Maharashtra,Self-Employed,659000.0,800,0.0,15.0,2018-06-09
3072,Nakul Choudhary,Male,1988-10-16,Ahmedabad,Gujarat,Self-Employed,317000.0,798,4400.0,3.0,2011-04-19
3073,Pooja Ramachandran,Female,1960-10-15,Raipur,Chhattisgarh,Business Owner,2445000.0,655,12400.0,4.8,2010-06-10
3074,Abha Nayar,Female,1992-01-19,Jaipur,Rajasthan,Salaried,389000.0,719,2800.0,16.0,2012-12-13
3075,Mitesh Sampath,Female,1964-05-31,Hyderabad,Telangana,Self-Employed,349000.0,518,0.0,2.4,2009-03-12
3076,Fiyaz Nigam,Male,1974-03-13,Kochi,Kerala,Business Owner,1014000.0,887,8200.0,17.5,2017-11-12
3077,Urvi Pradhan,Male,1987-12-10,Nagpur,Maharashtra,Salaried,643000.0,754,0.0,11.4,2017-11-25
3078,Nathaniel Bala,Male,1970-12-06,Nagpur,Maharashtra,Salaried,585000.0,788,0.0,2.6,2010-03-30
3079,Urvashi Garg,Male,1971-02-07,Delhi,Delhi,Business Owner,962000.0,670,0.0,4.3,2023-05-02
3080,Amaira Dyal,Male,1984-01-13,Kochi,Kerala,Self-Employed,274000.0,676,0.0,12.2,2013-08-24
3081,Rajeshri Ravel,Female,1977-12-31,Guwahati,Assam,Self-Employed,534000.0,669,0.0,9.6,2020-05-13
3082,Elijah Randhawa,Female,1985-03-22,Nagpur,Maharashtra,Self-Employed,534000.0,741,0.0,17.7,2008-09-26
3083,Amol Chokshi,Female,1993-08-30,Guwahati,Assam,Business Owner,1307000.0,821,0.0,2.6,2025-02-03
3084,Advik Kar,Male,1970-07-20,Raipur,Chhattisgarh,Salaried,506000.0,575,0.0,10.1,2019-10-31
3085,Frado Golla,Female,1974-12-03,Bengaluru,Karnataka,Business Owner,573000.0,704,0.0,10.0,2022-03-02
3086,Yatin Deshmukh,Male,1976-06-03,Kolkata,West Bengal,Salaried,214000.0,831,1900.0,10.5,2017-08-26
3087,Wriddhish Mangat,Male,1986-05-14,Lucknow,Uttar Pradesh,Salaried,580000.0,829,0.0,10.3,2019-02-11
3088,Januja Acharya,Female,1962-05-23,Jaipur,Rajasthan,Business Owner,469000.0,754,0.0,3.1,2023-11-18
3089,Charita Pandey,Male,1962-09-08,Bhopal,Madhya Pradesh,Salaried,465000.0,682,800.0,16.7,2016-11-06
3090,Vasana Issac,Male,1977-09-09,Hyderabad,Telangana,Salaried,1035000.0,664,0.0,3.1,2014-02-05
3091,Chakradev Bhatia,Male,1971-07-01,Patna,Bihar,Self-Employed,673000.0,521,0.0,16.2,2016-05-17
3092,Irya Narasimhan,Male,2001-04-28,Chennai,Tamil Nadu,Business Owner,1666000.0,799,0.0,0.6,2018-02-11
3093,Tristan Bobal,Female,1970-03-01,Pune,Maharashtra,Business Owner,781000.0,678,0.0,7.3,2025-03-31
3094,Nakul Chander,Female,1982-11-21,Jaipur,Rajasthan,Retired,348000.0,900,0.0,9.3,2011-04-22
3095,Faras Deep,Male,1976-07-01,Hyderabad,Telangana,Salaried,221000.0,774,0.0,17.5,2017-09-26
3096,Zarna Mistry,Male,1995-12-04,Chandigarh,Chandigarh,Business Owner,385000.0,698,0.0,1.5,2024-08-24
3097,Madhavi Das,Female,1989-10-05,Lucknow,Uttar Pradesh,Self-Employed,381000.0,659,2500.0,15.5,2022-08-12
3098,Upasna Natarajan,Male,2002-11-26,Ahmedabad,Gujarat,Salaried,293000.0,797,0.0,11.5,2017-02-23
3099,Mitesh Sidhu,Female,1981-12-31,Raipur,Chhattisgarh,Salaried,218000.0,751,0.0,11.5,2014-12-19
3100,Aachal Krishna,Male,1994-11-06,Guwahati,Assam,Salaried,422000.0,588,3400.0,0.8,2011-07-17
3101,Eiravati Chandra,Male,1965-04-30,Ahmedabad,Gujarat,Salaried,243000.0,703,0.0,1.5,2017-08-28
3102,Rishi Soni,Female,2004-02-26,Bengaluru,Karnataka,Retired,180000.0,743,0.0,7.7,2008-09-30
3103,Rachit Bassi,Male,1996-08-05,Bengaluru,Karnataka,Salaried,323000.0,657,3000.0,2.1,2010-09-07
3104,Kavya Sant,Female,1968-07-08,Surat,Gujarat,Business Owner,425000.0,694,0.0,17.7,2026-06-27
3105,Urishilla Bajaj,Male,1964-07-05,Lucknow,Uttar Pradesh,Self-Employed,180000.0,759,0.0,7.5,2015-04-10
3106,Frado De,Female,1986-09-16,Nagpur,Maharashtra,Salaried,1082000.0,900,7500.0,4.0,2013-02-24
3107,Samarth Mani,Female,1998-01-08,Lucknow,Uttar Pradesh,Salaried,697000.0,530,0.0,6.0,2016-05-09
3108,Ekiya Jayaraman,Female,2003-12-23,Chennai,Tamil Nadu,Self-Employed,1090000.0,773,5800.0,7.5,2021-09-04
3109,Benjamin Narayanan,Male,1976-12-18,Lucknow,Uttar Pradesh,Salaried,853000.0,675,0.0,17.9,2020-10-05
3110,Nandini Sur,Male,1995-01-13,Jaipur,Rajasthan,Business Owner,529000.0,745,300.0,7.1,2022-10-18
3111,Kritika Kulkarni,Male,1987-07-11,Pune,Maharashtra,Salaried,774000.0,599,2000.0,12.2,2025-05-20
3112,Hemang Krishna,Female,1977-04-21,Surat,Gujarat,Salaried,325000.0,772,0.0,7.1,2022-02-20
3113,Zansi Palan,Female,1997-09-02,Ahmedabad,Gujarat,Salaried,370000.0,571,600.0,5.7,2012-06-13
3114,Yashodhara Khalsa,Male,1967-06-20,Chandigarh,Chandigarh,Salaried,482000.0,587,0.0,10.6,2011-02-14
3115,Charvi Oza,Male,1995-08-11,Mumbai,Maharashtra,Salaried,291000.0,900,0.0,14.8,2020-01-06
3116,Ganga Shah,Male,1993-05-30,Patna,Bihar,Salaried,423000.0,665,0.0,4.1,2008-07-03
3117,Fitan Gola,Male,1969-04-22,Jaipur,Rajasthan,Salaried,404000.0,759,5500.0,16.7,2023-03-20
3118,Aadhya Korpal,Male,1971-08-01,Surat,Gujarat,Business Owner,589000.0,582,0.0,3.8,2022-08-05
3119,Henry Sankaran,Female,1974-06-09,Chennai,Tamil Nadu,Salaried,868000.0,690,0.0,16.1,2012-03-18
